"kementerian_nama","program","unit_organisasi","kegiatan","unit_eselon2","fungsi","subfungsi","output_program","output","satuan","dijumlahkan","multiyears","jns_output","rab","tor","sasaran_kegiatan","sasaran_program","sasaran_strategis","suboutput","komponen","jns_komponen","type_komponen","indikasi_pbj","satuan_komponen","kewenangan","propinsi","kabupaten","nawacita","janpres","tematiks","pb","pn","pp","kp","pro_pn","pns","pps","kps","pro_pns","kerangka_regulasi","alokasi_rp","alokasi_pnbp","alokasi_blu","alokasi_pln","alokasi_rmp","alokasi_pdn","alokasi_hibah","alokasi_ph","alokasi_hn","alokasi_sbsn","alokasi_total","alokasi_1","alokasi_2","alokasi_3"
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4030-Pembinaan dan Pengusahaan Batubara","01-Direktorat Pembinaan Pengusahaan Batubara","EKONOMI","PERTAMBANGAN","04-Kemandirian dan Ketahanan Energi Nasional","032-Layanan Pembinaan Pengusahaan Batubara","11-Layanan/Keputusan","true","false","Reguler Lanjutan / MYC","RAB Layanan Pembinaan DBB 2020.pdf","TOR Layanan Pembinaan DBB 2020.pdf","03-Terlaksananya Layanan Pembinaan Pengusahaan Batubara","04-Meningkatnya kemandirian dan ketahanan energi nasional","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","001-tanpa sub output","065-Penyelesaian Proses Litigasi dan Permasalahan Perizinan Usaha Pertambangan Batubara","Utama","NON OPS","Swakelola","laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",0,1178945,0,0,0,0,0,0,0,0,1178945,1178945,1178945,1178945
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4030-Pembinaan dan Pengusahaan Batubara","01-Direktorat Pembinaan Pengusahaan Batubara","EKONOMI","PERTAMBANGAN","04-Kemandirian dan Ketahanan Energi Nasional","032-Layanan Pembinaan Pengusahaan Batubara","11-Layanan/Keputusan","true","false","Reguler Lanjutan / MYC","RAB Layanan Pembinaan DBB 2020.pdf","TOR Layanan Pembinaan DBB 2020.pdf","03-Terlaksananya Layanan Pembinaan Pengusahaan Batubara","04-Meningkatnya kemandirian dan ketahanan energi nasional","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","001-tanpa sub output","067-Integrasi aplikasi MOMS, MVP dan ePBNP","Utama","NON OPS","Swakelola","Aplikasi","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",0,200000,0,0,0,0,0,0,0,0,200000,200000,200000,200000
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4030-Pembinaan dan Pengusahaan Batubara","01-Direktorat Pembinaan Pengusahaan Batubara","EKONOMI","PERTAMBANGAN","04-Kemandirian dan Ketahanan Energi Nasional","032-Layanan Pembinaan Pengusahaan Batubara","11-Layanan/Keputusan","true","false","Reguler Lanjutan / MYC","RAB Layanan Pembinaan DBB 2020.pdf","TOR Layanan Pembinaan DBB 2020.pdf","03-Terlaksananya Layanan Pembinaan Pengusahaan Batubara","04-Meningkatnya kemandirian dan ketahanan energi nasional","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","001-tanpa sub output","068-Pengembangan Aplikasi MOMS dan MVP untuk evaluator","Utama","NON OPS","Kombinasi","Aplikasi","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",0,200000,0,0,0,0,0,0,0,0,200000,200000,200000,200000
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4030-Pembinaan dan Pengusahaan Batubara","01-Direktorat Pembinaan Pengusahaan Batubara","EKONOMI","PERTAMBANGAN","04-Kemandirian dan Ketahanan Energi Nasional","032-Layanan Pembinaan Pengusahaan Batubara","11-Layanan/Keputusan","true","false","Reguler Lanjutan / MYC","RAB Layanan Pembinaan DBB 2020.pdf","TOR Layanan Pembinaan DBB 2020.pdf","03-Terlaksananya Layanan Pembinaan Pengusahaan Batubara","04-Meningkatnya kemandirian dan ketahanan energi nasional","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","001-tanpa sub output","073-Koordinasi dalam rangka integrasi aplikasi MOMS-MVP dengan Aplikasi di Kementerian/Lembaga Lainnya","Utama","NON OPS","Swakelola","Laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",0,300000,0,0,0,0,0,0,0,0,300000,300000,300000,300000
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4030-Pembinaan dan Pengusahaan Batubara","01-Direktorat Pembinaan Pengusahaan Batubara","EKONOMI","PERTAMBANGAN","04-Kemandirian dan Ketahanan Energi Nasional","032-Layanan Pembinaan Pengusahaan Batubara","11-Layanan/Keputusan","true","false","Reguler Lanjutan / MYC","RAB Layanan Pembinaan DBB 2020.pdf","TOR Layanan Pembinaan DBB 2020.pdf","03-Terlaksananya Layanan Pembinaan Pengusahaan Batubara","04-Meningkatnya kemandirian dan ketahanan energi nasional","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","001-tanpa sub output","074-Evaluasi keuangan dan Penerapan Peraturan Perpajakan terhadap PKP2B dan IUP PMA","Utama","NON OPS","Swakelola","Laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",0,650000,0,0,0,0,0,0,0,0,650000,650000,650000,650000
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4030-Pembinaan dan Pengusahaan Batubara","01-Direktorat Pembinaan Pengusahaan Batubara","EKONOMI","PERTAMBANGAN","04-Kemandirian dan Ketahanan Energi Nasional","033-Persetujuan/Rekomendasi Pengendalian Produksi Batubara","1-Persetujuan/Rekomendasi","false","false","Reguler Lanjutan / MYC","RAB Pengendalian Produksi DBB 2020.pdf","TOR Pengendalian Produksi DBB 2020.pdf","04-Terbitnya Persetujuan/Rekomendasi Pengendalian Produksi Batubara","04-Meningkatnya kemandirian dan ketahanan energi nasional","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","001-Tanpa Sub Output","051-Penyelenggaraan Pembahasan Rencana Kerja Dan Anggaran Biaya (RKAB) PKP2B Tahap Konstruksi dan Operasi Produksi dan/atau IUP PMA Operasi Produksi, IUP BUMN dan IUP Lintas Provinsi","Utama","NON OPS","Swakelola","Surat Persetujuan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",0,1476890,0,0,0,0,0,0,0,0,1476890,1476890,1476890,1476890
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4030-Pembinaan dan Pengusahaan Batubara","01-Direktorat Pembinaan Pengusahaan Batubara","EKONOMI","PERTAMBANGAN","04-Kemandirian dan Ketahanan Energi Nasional","033-Persetujuan/Rekomendasi Pengendalian Produksi Batubara","1-Persetujuan/Rekomendasi","false","false","Reguler Lanjutan / MYC","RAB Pengendalian Produksi DBB 2020.pdf","TOR Pengendalian Produksi DBB 2020.pdf","04-Terbitnya Persetujuan/Rekomendasi Pengendalian Produksi Batubara","04-Meningkatnya kemandirian dan ketahanan energi nasional","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","001-Tanpa Sub Output","052-Pengawasan Terpadu Kinerja Perusahaan PKP2B Tahap Konstruksi dan Operasi Produksi dan/atau IUP PMA Operasi Produksi, IUP BUMN dan IUP Lintas Provinsi","Utama","NON OPS","Swakelola","Perusahaan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",0,3697960,0,0,0,0,0,0,0,0,3697960,3697960,3697960,3697960
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4030-Pembinaan dan Pengusahaan Batubara","01-Direktorat Pembinaan Pengusahaan Batubara","EKONOMI","PERTAMBANGAN","04-Kemandirian dan Ketahanan Energi Nasional","034-Rekomendasi Pemenuhan Pemanfaatan Batubara Untuk Kebutuhan Domestik","1-Rekomendasi","false","false","Reguler Lanjutan / MYC","RAB DMO DBB 2020.pdf","TOR DMO DBB 2020.pdf","05-Terbitnya Rekomendasi Pemenuhan Pemanfaatan Batubara Untuk Kebutuhan Domestik\n","04-Meningkatnya kemandirian dan ketahanan energi nasional","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","001-Tanpa Sub Output","051-Pengawasan Pemenuhan Batubara Dalam Negeri","Utama","NON OPS","Swakelola","Rekomendasi","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",0,980980,0,0,0,0,0,0,0,0,980980,980980,980980,980980
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4030-Pembinaan dan Pengusahaan Batubara","01-Direktorat Pembinaan Pengusahaan Batubara","EKONOMI","PERTAMBANGAN","04-Kemandirian dan Ketahanan Energi Nasional","970-Layanan Dukungan Manajemen Satker","1-Layanan","false","false","Reguler Lanjutan / MYC","RAB Overhead DBB 2020.pdf","TOR Overhead DBB 2020.pdf","06-Terlaksananya Layanan Dukungan Manajemen Satker","04-Meningkatnya kemandirian dan ketahanan energi nasional","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","001-Tanpa Sub Output","051-Pelaksanaan Dukungan Manajemen dan Teknis Pembinaan Pengusahan Batubara","Pendukung","NON OPS","Swakelola","Layanan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",0,3254727,0,0,0,0,0,0,0,0,3254727,3254727,3254727,3254727
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4030-Pembinaan dan Pengusahaan Batubara","01-Direktorat Pembinaan Pengusahaan Batubara","EKONOMI","PERTAMBANGAN","04-Kemandirian dan Ketahanan Energi Nasional","999-Output Cadangan","1-Cadangan","false",,,"","","03-Terlaksananya Layanan Pembinaan Pengusahaan Batubara","04-Meningkatnya kemandirian dan ketahanan energi nasional","05-Meningkatnya Kemandirian dan Ketahanan Energi Nasional","001-Tanpa Sub Output","051-Output Cadangan",,"NON OPS",,,,"","","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4031-Pembinaan dan Pengusahaan Mineral","02-Direktorat Pembinaan Pengusahaan Mineral","EKONOMI","PERTAMBANGAN","02-Ketersediaan Pasokan Mineral","013-Layanan Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","16-Data dan Informasi","true","false","Reguler Lanjutan / MYC","RAB 4031.013.pdf","4031.013 TOR.pdf","01-Tersusunnya Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","02-Optimalisasi ketersediaan pasokan mineral","02-Optimalisasi Ketersediaan Produk Mineral","001-Data dan Informasi Pembinaan dan Pengawasan Pengusahaan Mineral","064-Pembinaan Pertambangan Mineral Kepada Pemerintah Daerah dan Pemegang IUP ","Utama","NON OPS","Swakelola","Lokasi","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",4843509,0,0,0,0,0,0,0,0,0,4843509,4843509,4843509,4843509
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4031-Pembinaan dan Pengusahaan Mineral","02-Direktorat Pembinaan Pengusahaan Mineral","EKONOMI","PERTAMBANGAN","02-Ketersediaan Pasokan Mineral","013-Layanan Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","16-Data dan Informasi","true","false","Reguler Lanjutan / MYC","RAB 4031.013.pdf","4031.013 TOR.pdf","01-Tersusunnya Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","02-Optimalisasi ketersediaan pasokan mineral","02-Optimalisasi Ketersediaan Produk Mineral","001-Data dan Informasi Pembinaan dan Pengawasan Pengusahaan Mineral","068-Implementasi Pemutakhiran Data Produksi dan Penjualan Online Mineral","Utama","NON OPS","Swakelola","IUP","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",2621991,0,0,0,0,0,0,0,0,0,2621991,2621991,2621991,2621991
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4031-Pembinaan dan Pengusahaan Mineral","02-Direktorat Pembinaan Pengusahaan Mineral","EKONOMI","PERTAMBANGAN","02-Ketersediaan Pasokan Mineral","013-Layanan Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","16-Data dan Informasi","true","false","Reguler Lanjutan / MYC","RAB 4031.013.pdf","4031.013 TOR.pdf","01-Tersusunnya Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","02-Optimalisasi ketersediaan pasokan mineral","02-Optimalisasi Ketersediaan Produk Mineral","001-Data dan Informasi Pembinaan dan Pengawasan Pengusahaan Mineral","070-Pengawasan dan Evaluasi Pencapaian Kinerja Kegiatan Pertambangan Mineral","Utama","NON OPS","Swakelola","Perusahaan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",3978205,0,0,0,0,0,0,0,0,0,3978205,3978205,3978205,3978205
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4031-Pembinaan dan Pengusahaan Mineral","02-Direktorat Pembinaan Pengusahaan Mineral","EKONOMI","PERTAMBANGAN","02-Ketersediaan Pasokan Mineral","013-Layanan Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","16-Data dan Informasi","true","false","Reguler Lanjutan / MYC","RAB 4031.013.pdf","4031.013 TOR.pdf","01-Tersusunnya Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","02-Optimalisasi ketersediaan pasokan mineral","02-Optimalisasi Ketersediaan Produk Mineral","002-Data dan Informasi Pengusahaan Mineral","051-Rekonsiliasi Data Sumberdaya dan Cadangan Mineral Sesuai SNI","Utama","NON OPS","Swakelola","Regional","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",980503,0,0,0,0,0,0,0,0,0,980503,980503,980503,980503
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4031-Pembinaan dan Pengusahaan Mineral","02-Direktorat Pembinaan Pengusahaan Mineral","EKONOMI","PERTAMBANGAN","02-Ketersediaan Pasokan Mineral","013-Layanan Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","16-Data dan Informasi","true","false","Reguler Lanjutan / MYC","RAB 4031.013.pdf","4031.013 TOR.pdf","01-Tersusunnya Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","02-Optimalisasi ketersediaan pasokan mineral","02-Optimalisasi Ketersediaan Produk Mineral","002-Data dan Informasi Pengusahaan Mineral","055-Pengelolaan Data Nasional Hasil Kegiatan Eksplorasi Mineral","Utama","NON OPS","Swakelola","Perusahaan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",1068782,0,0,0,0,0,0,0,0,0,1068782,1068782,1068782,1068782
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4031-Pembinaan dan Pengusahaan Mineral","02-Direktorat Pembinaan Pengusahaan Mineral","EKONOMI","PERTAMBANGAN","02-Ketersediaan Pasokan Mineral","013-Layanan Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","16-Data dan Informasi","true","false","Reguler Lanjutan / MYC","RAB 4031.013.pdf","4031.013 TOR.pdf","01-Tersusunnya Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","02-Optimalisasi ketersediaan pasokan mineral","02-Optimalisasi Ketersediaan Produk Mineral","002-Data dan Informasi Pengusahaan Mineral","056-Pelaksanaan Implementasi Peningkatan Penggunaan Produk Industri Dalam Negeri pada Sektor Pertambangan Mineral","Utama","NON OPS","Swakelola","%","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",2455542,0,0,0,0,0,0,0,0,0,2455542,2455542,2455542,2455542
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4031-Pembinaan dan Pengusahaan Mineral","02-Direktorat Pembinaan Pengusahaan Mineral","EKONOMI","PERTAMBANGAN","02-Ketersediaan Pasokan Mineral","013-Layanan Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","16-Data dan Informasi","true","false","Reguler Lanjutan / MYC","RAB 4031.013.pdf","4031.013 TOR.pdf","01-Tersusunnya Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","02-Optimalisasi ketersediaan pasokan mineral","02-Optimalisasi Ketersediaan Produk Mineral","002-Data dan Informasi Pengusahaan Mineral","057-Verifikasi Pembelian Barang, Reekspor/Pemindahtanganan/Disposal dan Implementasi Penggunaan Bahan Bakar Nabati Pada Perusahaan Pertambangan Mineral","Utama","NON OPS","Swakelola","Laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",997325,0,0,0,0,0,0,0,0,0,997325,997325,997325,997325
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4031-Pembinaan dan Pengusahaan Mineral","02-Direktorat Pembinaan Pengusahaan Mineral","EKONOMI","PERTAMBANGAN","02-Ketersediaan Pasokan Mineral","013-Layanan Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","16-Data dan Informasi","true","false","Reguler Lanjutan / MYC","RAB 4031.013.pdf","4031.013 TOR.pdf","01-Tersusunnya Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","02-Optimalisasi ketersediaan pasokan mineral","02-Optimalisasi Ketersediaan Produk Mineral","002-Data dan Informasi Pengusahaan Mineral","058-Penyelesaian Permasalahan Usaha Pertambangan Mineral","Utama","NON OPS","Swakelola","%","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",986532,0,0,0,0,0,0,0,0,0,986532,986532,986532,986532
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4031-Pembinaan dan Pengusahaan Mineral","02-Direktorat Pembinaan Pengusahaan Mineral","EKONOMI","PERTAMBANGAN","02-Ketersediaan Pasokan Mineral","013-Layanan Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","16-Data dan Informasi","true","false","Reguler Lanjutan / MYC","RAB 4031.013.pdf","4031.013 TOR.pdf","01-Tersusunnya Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","02-Optimalisasi ketersediaan pasokan mineral","02-Optimalisasi Ketersediaan Produk Mineral","002-Data dan Informasi Pengusahaan Mineral","061-Evaluasi Harga Patokan Mineral","Utama","NON OPS","Swakelola","Draft Kepmen","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",1026900,0,0,0,0,0,0,0,0,0,1026900,1026900,1026900,1026900
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4031-Pembinaan dan Pengusahaan Mineral","02-Direktorat Pembinaan Pengusahaan Mineral","EKONOMI","PERTAMBANGAN","02-Ketersediaan Pasokan Mineral","013-Layanan Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","16-Data dan Informasi","true","false","Reguler Lanjutan / MYC","RAB 4031.013.pdf","4031.013 TOR.pdf","01-Tersusunnya Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","02-Optimalisasi ketersediaan pasokan mineral","02-Optimalisasi Ketersediaan Produk Mineral","002-Data dan Informasi Pengusahaan Mineral","062-Inventarisasi Pertambangan Mineral Tanpa Izin","Utama","NON OPS","Swakelola","Lokasi","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",844368,0,0,0,0,0,0,0,0,0,844368,844368,844368,844368
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4031-Pembinaan dan Pengusahaan Mineral","02-Direktorat Pembinaan Pengusahaan Mineral","EKONOMI","PERTAMBANGAN","02-Ketersediaan Pasokan Mineral","013-Layanan Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","16-Data dan Informasi","true","false","Reguler Lanjutan / MYC","RAB 4031.013.pdf","4031.013 TOR.pdf","01-Tersusunnya Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","02-Optimalisasi ketersediaan pasokan mineral","02-Optimalisasi Ketersediaan Produk Mineral","002-Data dan Informasi Pengusahaan Mineral","064-Inventarisasi Tenaga Kerja Pertambangan Mineral","Utama","NON OPS","Swakelola","Laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",955780,0,0,0,0,0,0,0,0,0,955780,955780,955780,955780
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4031-Pembinaan dan Pengusahaan Mineral","02-Direktorat Pembinaan Pengusahaan Mineral","EKONOMI","PERTAMBANGAN","02-Ketersediaan Pasokan Mineral","013-Layanan Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","16-Data dan Informasi","true","false","Reguler Lanjutan / MYC","RAB 4031.013.pdf","4031.013 TOR.pdf","01-Tersusunnya Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","02-Optimalisasi ketersediaan pasokan mineral","02-Optimalisasi Ketersediaan Produk Mineral","002-Data dan Informasi Pengusahaan Mineral","065-Fasilitasi Perselisihan Pertambangan Mineral","Utama","NON OPS","Swakelola","Laporan","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",603842,0,0,0,0,0,0,0,0,0,603842,603842,603842,603842
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4031-Pembinaan dan Pengusahaan Mineral","02-Direktorat Pembinaan Pengusahaan Mineral","EKONOMI","PERTAMBANGAN","02-Ketersediaan Pasokan Mineral","013-Layanan Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","16-Data dan Informasi","true","false","Reguler Lanjutan / MYC","RAB 4031.013.pdf","4031.013 TOR.pdf","01-Tersusunnya Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","02-Optimalisasi ketersediaan pasokan mineral","02-Optimalisasi Ketersediaan Produk Mineral","002-Data dan Informasi Pengusahaan Mineral","066-Pendampingan dan Verifikasi Program Pengembangan dan Pemberdayaan Masyarakat","Utama","NON OPS","Swakelola","Lokasi","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",1194960,0,0,0,0,0,0,0,0,0,1194960,1194960,1194960,1194960
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4031-Pembinaan dan Pengusahaan Mineral","02-Direktorat Pembinaan Pengusahaan Mineral","EKONOMI","PERTAMBANGAN","02-Ketersediaan Pasokan Mineral","013-Layanan Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","16-Data dan Informasi","true","false","Reguler Lanjutan / MYC","RAB 4031.013.pdf","4031.013 TOR.pdf","01-Tersusunnya Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","02-Optimalisasi ketersediaan pasokan mineral","02-Optimalisasi Ketersediaan Produk Mineral","002-Data dan Informasi Pengusahaan Mineral","067-Pembuatan Sistem Monitoring Hubungan Komersial Mineral","Utama","NON OPS","Kontraktual","Aplikasi","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",191520,0,0,0,0,0,0,0,0,0,191520,191520,191520,191520
"KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL","020.06.08-Program Pembinaan dan Pengusahaan Mineral dan Batubara","06-Ditjen Mineral dan Batubara","4031-Pembinaan dan Pengusahaan Mineral","02-Direktorat Pembinaan Pengusahaan Mineral","EKONOMI","PERTAMBANGAN","02-Ketersediaan Pasokan Mineral","013-Layanan Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","16-Data dan Informasi","true","false","Reguler Lanjutan / MYC","RAB 4031.013.pdf","4031.013 TOR.pdf","01-Tersusunnya Data dan Informasi Kegiatan Pengusahaan Pertambangan Mineral","02-Optimalisasi ketersediaan pasokan mineral","02-Optimalisasi Ketersediaan Produk Mineral","002-Data dan Informasi Pengusahaan Mineral","068-Penyusunan Kriteria Penghargaan Program Pengembangan dan Pemberdayaan Masyarakat","Utama","NON OPS","Swakelola","Draft","Pusat","00-Pusat","0000-Pusat","","","000 - Bukan Tematik","00-Bukan prioritas bidang","","","","","","","","","Tidak",810605,0,0,0,0,0,0,0,0,0,810605,810605,810605,810605
